#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000002473_03451	1449126.JQKL01000001_gene1307	6.76e-201	588.0	COG0480@1|root,COG0480@2|Bacteria,1TPWN@1239|Firmicutes,247N4@186801|Clostridia	186801|Clostridia	J	elongation factor g	fusA2	-	-	ko:K02355	-	-	-	-	ko00000,ko03012,ko03029	-	-	-	EFG_C,EFG_II,EFG_IV,GTP_EFTU,GTP_EFTU_D2
MGYG000002473_03580	1156937.MFUM_1020075	3.21e-25	108.0	COG1476@1|root,COG1476@2|Bacteria,46YWP@74201|Verrucomicrobia,37G91@326457|unclassified Verrucomicrobia	74201|Verrucomicrobia	K	TRANSCRIPTIONal	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000002473_00532	398767.Glov_3572	3.03e-38	132.0	COG1487@1|root,COG1487@2|Bacteria,1N44Q@1224|Proteobacteria,42UNG@68525|delta/epsilon subdivisions,2WRVS@28221|Deltaproteobacteria	28221|Deltaproteobacteria	S	Toxic component of a toxin-antitoxin (TA) module. An RNase	-	-	-	-	-	-	-	-	-	-	-	-	PIN
MGYG000002473_00918	573061.Clocel_2602	2.13e-255	706.0	COG0065@1|root,COG0065@2|Bacteria,1TPE5@1239|Firmicutes,2484F@186801|Clostridia,36VB5@31979|Clostridiaceae	186801|Clostridia	H	Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate	leuC	-	4.2.1.33,4.2.1.35	ko:K01703	ko00290,ko00660,ko00966,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map00966,map01100,map01110,map01210,map01230	M00432,M00535	R03896,R03898,R03968,R04001,R08620,R08624,R08628,R08634,R08641,R08645,R10170	RC00497,RC00976,RC00977,RC01041,RC01046,RC03072	br01601,ko00000,ko00001,ko00002,ko01000	-	-	iHN637.CLJU_RS04465	Aconitase
MGYG000002473_00838	794903.OPIT5_08755	6.91e-16	82.4	COG4968@1|root,COG4968@2|Bacteria	794903.OPIT5_08755|-	NU	Prokaryotic N-terminal methylation motif	-	-	-	-	-	-	-	-	-	-	-	-	N_methyl,SBP_bac_10
MGYG000002473_02260	313628.LNTAR_15707	3.82e-42	150.0	COG1521@1|root,COG1521@2|Bacteria	2|Bacteria	F	Catalyzes the phosphorylation of pantothenate (Pan), the first step in CoA biosynthesis	coaX	-	2.7.1.33,6.3.4.15	ko:K01947,ko:K03525	ko00770,ko00780,ko01100,map00770,map00780,map01100	M00120	R01074,R02971,R03018,R04391,R05145	RC00002,RC00017,RC00043,RC00070,RC00096,RC02896	ko00000,ko00001,ko00002,ko01000	-	-	-	BPL_C,BPL_LplA_LipB,Pan_kinase
MGYG000002473_00755	1123008.KB905699_gene1968	1.22e-19	103.0	2DTXF@1|root,33N3D@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	BNR_4
MGYG000002473_02690	1121481.AUAS01000006_gene874	4e-55	181.0	COG4122@1|root,COG4122@2|Bacteria,4NQW7@976|Bacteroidetes,47PP9@768503|Cytophagia	976|Bacteroidetes	S	O-methyltransferase activity	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_24
MGYG000002473_02868	352165.HMPREF7215_2364	2.77e-35	125.0	COG0454@1|root,COG0456@2|Bacteria,3TBTJ@508458|Synergistetes	508458|Synergistetes	K	Acetyltransferase (GNAT) family	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1,Acetyltransf_10
MGYG000002473_00722	313628.LNTAR_07769	2.64e-12	71.6	COG2165@1|root,COG2165@2|Bacteria	2|Bacteria	NU	general secretion pathway protein	-	-	-	ko:K02456	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	DUF1080,N_methyl,SBP_bac_10,T2SSG
MGYG000002473_02731	679199.HMPREF9332_00956	1.62e-30	127.0	COG0348@1|root,COG4659@1|root,COG0348@2|Bacteria,COG4659@2|Bacteria,4NPVD@976|Bacteroidetes,2G1T0@200643|Bacteroidia,1WDS2@1283313|Alloprevotella	976|Bacteroidetes	C	FMN_bind	-	-	-	-	-	-	-	-	-	-	-	-	FMN_bind,Fer4_5
MGYG000002473_00245	755732.Fluta_0795	1.39e-25	109.0	COG2207@1|root,COG2207@2|Bacteria,4NHYY@976|Bacteroidetes,1I2FV@117743|Flavobacteriia	976|Bacteroidetes	K	AraC-like ligand binding domain	-	-	-	-	-	-	-	-	-	-	-	-	AraC_binding,HTH_18
MGYG000002473_01712	903818.KI912268_gene2354	7.08e-302	841.0	COG1894@1|root,COG1894@2|Bacteria,3Y6TY@57723|Acidobacteria	57723|Acidobacteria	C	NADH-ubiquinone oxidoreductase-F iron-sulfur binding region	-	-	1.6.5.3	ko:K05587	ko00190,ko01100,map00190,map01100	-	R11945	RC00061	ko00000,ko00001,ko01000	-	-	-	2Fe-2S_thioredx,Complex1_51K,Fer4,NADH_4Fe-4S,SLBB
MGYG000002473_00700	237368.SCABRO_03078	3.18e-97	313.0	COG1807@1|root,COG1807@2|Bacteria,2J0FW@203682|Planctomycetes	203682|Planctomycetes	M	Dolichyl-phosphate-mannose-protein mannosyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	PMT,PMT_2
MGYG000002473_03017	1009370.ALO_10559	5.01e-177	514.0	COG0364@1|root,COG0364@2|Bacteria,1TPYF@1239|Firmicutes,4H2JM@909932|Negativicutes	909932|Negativicutes	G	Catalyzes the oxidation of glucose 6-phosphate to 6- phosphogluconolactone	zwf	-	1.1.1.363,1.1.1.49	ko:K00036	ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,ko05230,map00030,map00480,map01100,map01110,map01120,map01130,map01200,map05230	M00004,M00006,M00008	R00835,R02736,R10907	RC00001,RC00066	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	G6PD_C,G6PD_N
MGYG000002473_00355	1123392.AQWL01000002_gene2071	7.09e-07	58.9	COG0726@1|root,COG0726@2|Bacteria,1MWR2@1224|Proteobacteria,2VQAV@28216|Betaproteobacteria,1KSQ0@119069|Hydrogenophilales	119069|Hydrogenophilales	G	Polysaccharide deacetylase	-	-	-	-	-	-	-	-	-	-	-	-	Polysacc_deac_1
MGYG000002473_00902	794903.OPIT5_14810	1.61e-12	76.3	COG1609@1|root,COG1609@2|Bacteria	2|Bacteria	K	purine nucleotide biosynthetic process	-	-	-	ko:K02529	-	-	-	-	ko00000,ko03000	-	-	-	GntR,LacI,Peripla_BP_3
MGYG000002473_03065	929713.NIASO_15625	1.07e-148	464.0	COG3387@1|root,COG3387@2|Bacteria,4PKWH@976|Bacteroidetes,1IQFT@117747|Sphingobacteriia	976|Bacteroidetes	G	Bacterial alpha-L-rhamnosidase C-terminal domain	-	-	3.2.1.40	ko:K05989	-	-	-	-	ko00000,ko01000	-	-	-	Bac_rhamnosid,Bac_rhamnosid6H,Bac_rhamnosid_C,Bac_rhamnosid_N
MGYG000002473_02293	794903.OPIT5_08030	1.2e-227	635.0	COG3458@1|root,COG3458@2|Bacteria,46XZY@74201|Verrucomicrobia,3K8PX@414999|Opitutae	2|Bacteria	Q	Acetyl xylan esterase (AXE1)	-	-	-	-	-	-	-	-	-	-	-	-	AXE1
MGYG000002473_00745	313628.LNTAR_08509	2.39e-102	310.0	COG0517@1|root,COG0794@1|root,COG0517@2|Bacteria,COG0794@2|Bacteria	2|Bacteria	M	arabinose-5-phosphate isomerase activity	kpsF	-	5.3.1.13	ko:K06041	ko00540,ko01100,map00540,map01100	M00063	R01530	RC00541	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	iAF987.Gmet_1278	CBS,SIS
MGYG000002473_03027	1122621.ATZA01000078_gene1806	3.87e-114	348.0	COG3669@1|root,COG3669@2|Bacteria,4NGW5@976|Bacteroidetes,1IV49@117747|Sphingobacteriia	976|Bacteroidetes	G	Alpha-L-fucosidase	-	-	3.2.1.51	ko:K01206	ko00511,map00511	-	-	-	ko00000,ko00001,ko01000,ko04147	-	GH29	-	Alpha_L_fucos
MGYG000002473_00920	67356.KL575596_gene6656	3.21e-09	66.2	COG1609@1|root,COG1609@2|Bacteria,2GJY9@201174|Actinobacteria	201174|Actinobacteria	K	Transcriptional regulator	-	-	-	ko:K02529	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_3
MGYG000002473_00581	1499967.BAYZ01000145_gene6206	1.44e-21	89.7	COG1539@1|root,COG1539@2|Bacteria,2NQ1A@2323|unclassified Bacteria	2|Bacteria	H	Catalyzes the conversion of 7,8-dihydroneopterin to 6- hydroxymethyl-7,8-dihydropterin	folX	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006575,GO:0006725,GO:0006732,GO:0006760,GO:0006807,GO:0008150,GO:0008152,GO:0008719,GO:0009987,GO:0016853,GO:0019752,GO:0034641,GO:0042558,GO:0043436,GO:0043603,GO:0044237,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0051186,GO:0071704,GO:1901360,GO:1901564	1.13.11.81,4.1.2.25,5.1.99.7,5.1.99.8	ko:K01633,ko:K07589	ko00790,ko01100,map00790,map01100	M00126,M00840	R03504,R11037,R11073,R11082	RC00721,RC00943,RC01479,RC03333,RC03334	ko00000,ko00001,ko00002,ko01000	-	-	-	FolB
MGYG000002473_03152	1033743.CAES01000091_gene2854	7.51e-23	114.0	COG1572@1|root,COG1572@2|Bacteria,1U2J3@1239|Firmicutes,4IC6K@91061|Bacilli,27274@186822|Paenibacillaceae	91061|Bacilli	S	Domain of unknown function (DUF4091)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4091
MGYG000002473_02984	411479.BACUNI_02919	2.43e-39	140.0	COG0811@1|root,COG0811@2|Bacteria,4NM8Q@976|Bacteroidetes,2FRAM@200643|Bacteroidia,4AQ9S@815|Bacteroidaceae	976|Bacteroidetes	U	Psort location CytoplasmicMembrane, score 9.46	-	-	-	-	-	-	-	-	-	-	-	-	MotA_ExbB
MGYG000002473_02380	1122226.AUHX01000012_gene1166	2e-56	187.0	COG0670@1|root,COG0670@2|Bacteria,4NG98@976|Bacteroidetes,1I1C3@117743|Flavobacteriia	976|Bacteroidetes	S	Inhibitor of apoptosis-promoting Bax1	ybhL	-	-	ko:K06890	-	-	-	-	ko00000	-	-	-	Bax1-I
MGYG000002473_01196	1050201.KB913034_gene526	2.35e-119	342.0	COG0617@1|root,COG0617@2|Bacteria,1TV2C@1239|Firmicutes,3VUCY@526524|Erysipelotrichia	526524|Erysipelotrichia	J	Aminoglycoside-2''-adenylyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	Aminoglyc_resit
MGYG000002473_02774	658086.HMPREF0994_03273	0.0	954.0	COG3250@1|root,COG3250@2|Bacteria,1TRQF@1239|Firmicutes,248UC@186801|Clostridia,27RA4@186928|unclassified Lachnospiraceae	186801|Clostridia	G	alpha-L-rhamnosidase	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_106
MGYG000002473_00658	1410624.JNKK01000014_gene1607	5.47e-39	135.0	COG1959@1|root,COG1959@2|Bacteria,1V3QB@1239|Firmicutes,24JIV@186801|Clostridia,27NSD@186928|unclassified Lachnospiraceae	186801|Clostridia	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	Rrf2
MGYG000002473_01483	497964.CfE428DRAFT_4541	8.44e-150	441.0	COG0232@1|root,COG0232@2|Bacteria	2|Bacteria	F	Belongs to the dGTPase family. Type 2 subfamily	dgt	GO:0003674,GO:0003824,GO:0006139,GO:0006163,GO:0006195,GO:0006203,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008832,GO:0009056,GO:0009058,GO:0009117,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009151,GO:0009155,GO:0009166,GO:0009200,GO:0009204,GO:0009215,GO:0009217,GO:0009262,GO:0009264,GO:0009394,GO:0009987,GO:0016787,GO:0016788,GO:0016793,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019692,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042578,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0046070,GO:0046386,GO:0046434,GO:0046483,GO:0046700,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901575,GO:1901576	3.1.5.1	ko:K01129	ko00230,map00230	-	R01856	RC00017	ko00000,ko00001,ko01000	-	-	iJN678.dgt	HD,HD_assoc
MGYG000002473_01677	313628.LNTAR_04871	2.17e-16	82.8	COG2165@1|root,COG2165@2|Bacteria	2|Bacteria	NU	general secretion pathway protein	-	-	-	ko:K02456	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	DUF1080,N_methyl,SBP_bac_10,T2SSG
MGYG000002473_01468	1227457.C451_00525	4.53e-14	82.4	arCOG04499@1|root,arCOG04499@2157|Archaea,2XVTH@28890|Euryarchaeota,23SU1@183963|Halobacteria	28890|Euryarchaeota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000002473_01333	744872.Spica_0095	5.06e-163	469.0	COG1373@1|root,COG1373@2|Bacteria,2J5MK@203691|Spirochaetes	203691|Spirochaetes	S	Domain of unknown function (DUF4143)	-	-	-	ko:K07133	-	-	-	-	ko00000	-	-	-	AAA_14,DUF4143
MGYG000002473_02024	632245.CLP_2496	1.3e-109	320.0	COG0110@1|root,COG0110@2|Bacteria,1TQQB@1239|Firmicutes,25B1T@186801|Clostridia,36WAX@31979|Clostridiaceae	186801|Clostridia	S	Maltose acetyltransferase	lacA	-	2.3.1.18	ko:K00633	-	-	-	-	ko00000,ko01000	-	-	-	Hexapep,Hexapep_2,Mac,MatE
MGYG000002473_00017	357276.EL88_14750	3.78e-177	506.0	2DB9A@1|root,2Z7VI@2|Bacteria,4NJ4U@976|Bacteroidetes,2FQZ7@200643|Bacteroidia,4APBG@815|Bacteroidaceae	976|Bacteroidetes	S	Adenine-specific methyltransferase EcoRI	-	-	-	-	-	-	-	-	-	-	-	-	EcoRI_methylase
MGYG000002473_00114	575540.Isop_2434	7.86e-122	384.0	COG3087@1|root,COG3087@2|Bacteria,2IX3F@203682|Planctomycetes	203682|Planctomycetes	D	Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000002473_00598	794903.OPIT5_18370	5.97e-20	95.5	COG2165@1|root,COG2165@2|Bacteria,46YD4@74201|Verrucomicrobia,3K9C9@414999|Opitutae	414999|Opitutae	NU	Protein of unknown function (DUF1559)	-	-	-	-	-	-	-	-	-	-	-	-	N_methyl,SBP_bac_10
MGYG000002473_00625	1120950.KB892757_gene6399	7.89e-13	82.4	COG3664@1|root,COG3664@2|Bacteria,2IAP4@201174|Actinobacteria	201174|Actinobacteria	G	Belongs to the glycosyl hydrolase 28 family	-	-	-	-	-	-	-	-	-	-	-	-	CBM9_1,CBM_4_9,CBM_5_12,Cellulase,Glyco_hydro_cc
MGYG000002473_02504	1307759.JOMJ01000003_gene991	2.74e-136	408.0	COG1961@1|root,COG1961@2|Bacteria,1MWCZ@1224|Proteobacteria,42PDG@68525|delta/epsilon subdivisions,2WKNJ@28221|Deltaproteobacteria,2MA9P@213115|Desulfovibrionales	28221|Deltaproteobacteria	L	Recombinase	-	-	-	ko:K06400	-	-	-	-	ko00000	-	-	-	Recombinase,Resolvase,Zn_ribbon_recom
MGYG000002473_01259	794903.OPIT5_19190	2.2e-169	506.0	COG3934@1|root,COG3934@2|Bacteria	2|Bacteria	G	Belongs to the glycosyl hydrolase 5 (cellulase A) family	-	-	3.2.1.4	ko:K01179,ko:K13276	ko00500,ko01100,map00500,map01100	-	R06200,R11307,R11308	-	ko00000,ko00001,ko01000,ko01002,ko03110	-	GH5,GH9	-	Alpha_L_fucos,CBM_2,CBM_3,CarboxypepD_reg,Cellulase,F5_F8_type_C,FIVAR,Fn3_assoc,Glyco_hydro_2_C,Glyco_hydro_9,Inhibitor_I9,Peptidase_S8
MGYG000002473_00090	1540257.JQMW01000004_gene424	3.05e-17	75.5	2DNUI@1|root,32Z82@2|Bacteria,1VGP6@1239|Firmicutes,24S3P@186801|Clostridia,36NUB@31979|Clostridiaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000002473_00409	1210884.HG799475_gene15214	2.55e-14	78.2	COG2165@1|root,COG2165@2|Bacteria,2IYM2@203682|Planctomycetes	203682|Planctomycetes	NU	TIGRFAM prepilin-type N-terminal cleavage methylation domain	-	-	-	-	-	-	-	-	-	-	-	-	N_methyl,SBP_bac_10
MGYG000002473_03120	1321778.HMPREF1982_01682	1.56e-194	557.0	COG1486@1|root,COG1486@2|Bacteria,1TQ9I@1239|Firmicutes,24995@186801|Clostridia,26AI4@186813|unclassified Clostridiales	186801|Clostridia	G	Family 4 glycosyl hydrolase	-	-	3.2.1.22	ko:K07406	ko00052,ko00561,ko00600,ko00603,map00052,map00561,map00600,map00603	-	R01101,R01103,R01104,R01194,R01329,R02926,R03634,R04019,R04470,R05549,R05961,R06091	RC00049,RC00059,RC00451	ko00000,ko00001,ko01000	-	-	-	Glyco_hydro_4,Glyco_hydro_4C
MGYG000002473_03230	880526.KE386488_gene1152	8.76e-124	363.0	COG0225@1|root,COG0229@1|root,COG0225@2|Bacteria,COG0229@2|Bacteria,4NMAJ@976|Bacteroidetes,2FNTE@200643|Bacteroidia,22UUV@171550|Rikenellaceae	976|Bacteroidetes	O	Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine	msrA	-	1.8.4.11,1.8.4.12	ko:K07304,ko:K12267	-	-	-	-	ko00000,ko01000	-	-	-	PMSR,SelR
MGYG000002473_02597	1034943.BN1094_02323	2.03e-11	78.2	COG1652@1|root,COG3209@1|root,COG1652@2|Bacteria,COG3209@2|Bacteria,1MVV1@1224|Proteobacteria,1SKYM@1236|Gammaproteobacteria,1JCV3@118969|Legionellales	118969|Legionellales	M	RHS Repeat	-	-	-	-	-	-	-	-	-	-	-	-	LysM,RHS_repeat
MGYG000002473_02902	794903.OPIT5_28015	9.52e-86	302.0	COG1874@1|root,COG1874@2|Bacteria,46Y4Y@74201|Verrucomicrobia,3K8XZ@414999|Opitutae	414999|Opitutae	G	Beta-galactosidase	-	-	3.2.1.23	ko:K12308	ko00052,map00052	-	R01105	RC00452	ko00000,ko00001,ko01000	-	-	-	Glyco_hydro_42
MGYG000002473_03075	794903.OPIT5_10550	8.65e-13	75.9	COG2165@1|root,COG2165@2|Bacteria	2|Bacteria	NU	general secretion pathway protein	-	-	-	ko:K02456	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	CD225,DUF4339,N_methyl,SBP_bac_10,T2SSG
MGYG000002473_03332	742725.HMPREF9450_00812	4.73e-121	358.0	COG1940@1|root,COG1940@2|Bacteria,4NHG5@976|Bacteroidetes,2FQJC@200643|Bacteroidia	976|Bacteroidetes	GK	ROK family	-	-	2.7.1.2	ko:K00845	ko00010,ko00052,ko00500,ko00520,ko00521,ko00524,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00052,map00500,map00520,map00521,map00524,map01100,map01110,map01120,map01130,map01200	M00001,M00549	R00299,R01600,R01786	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	ROK
MGYG000002473_01382	637905.SVI_1557	1.84e-54	190.0	COG1596@1|root,COG1596@2|Bacteria,1N7GP@1224|Proteobacteria,1RQSM@1236|Gammaproteobacteria,2QCS9@267890|Shewanellaceae	1236|Gammaproteobacteria	M	Polysaccharide biosynthesis/export protein	-	-	-	ko:K01991	ko02026,map02026	-	-	-	ko00000,ko00001,ko02000	1.B.18	-	-	Poly_export,SLBB
MGYG000002473_01475	1123277.KB893173_gene1711	2.51e-144	422.0	COG4289@1|root,COG4289@2|Bacteria,4NEU3@976|Bacteroidetes,47M3H@768503|Cytophagia	976|Bacteroidetes	S	protein conserved in bacteria	-	-	-	-	-	-	-	-	-	-	-	-	DUF2264,Glyco_hydro_16,Glyco_hydro_88
MGYG000002473_02206	794903.OPIT5_00950	3.06e-15	80.1	COG2165@1|root,COG2165@2|Bacteria	2|Bacteria	NU	general secretion pathway protein	-	-	-	ko:K02456	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	CD225,DUF4339,N_methyl,SBP_bac_10,T2SSG
MGYG000002473_00950	1232410.KI421428_gene1012	4.02e-14	70.5	COG1328@1|root,COG1328@2|Bacteria,1NHSP@1224|Proteobacteria,42WV9@68525|delta/epsilon subdivisions,2WSX8@28221|Deltaproteobacteria,43STA@69541|Desulfuromonadales	28221|Deltaproteobacteria	F	Anaerobic ribonucleoside-triphosphate reductase	-	-	-	-	-	-	-	-	-	-	-	-	NRDD
MGYG000002473_01765	794903.OPIT5_19365	4.11e-310	913.0	COG3250@1|root,COG3250@2|Bacteria	2|Bacteria	G	beta-galactosidase activity	-	-	3.2.1.23	ko:K01190	ko00052,ko00511,ko00600,ko01100,map00052,map00511,map00600,map01100	-	R01105,R01678,R03355,R04783,R06114	RC00049,RC00452	ko00000,ko00001,ko01000	-	-	-	Glyco_hydro_2,Glyco_hydro_2_C,Glyco_hydro_2_N
MGYG000002473_02240	1121091.AUMP01000021_gene3179	3.56e-24	104.0	COG2207@1|root,COG2207@2|Bacteria,1V4EJ@1239|Firmicutes,4HJ2M@91061|Bacilli	91061|Bacilli	K	helix_turn_helix, arabinose operon control protein	yobQ	-	-	-	-	-	-	-	-	-	-	-	AraC_binding,Cupin_2,HTH_18,HTH_AraC
MGYG000002473_01619	794903.OPIT5_14310	2.82e-77	258.0	COG0667@1|root,COG0673@1|root,COG0667@2|Bacteria,COG0673@2|Bacteria,46TZD@74201|Verrucomicrobia,3K7GN@414999|Opitutae	414999|Opitutae	C	PFAM oxidoreductase domain protein	-	-	-	-	-	-	-	-	-	-	-	-	Aldo_ket_red,GFO_IDH_MocA
MGYG000002473_02914	794903.OPIT5_12060	1.89e-161	486.0	COG0591@1|root,COG0591@2|Bacteria	2|Bacteria	E	symporter activity	-	-	-	ko:K03307	-	-	-	-	ko00000	2.A.21	-	-	SSF
MGYG000002473_01118	278957.ABEA03000046_gene1632	3.31e-95	305.0	COG3458@1|root,COG3458@2|Bacteria,46XZY@74201|Verrucomicrobia,3K8PX@414999|Opitutae	414999|Opitutae	Q	Acetyl xylan esterase (AXE1)	-	-	-	-	-	-	-	-	-	-	-	-	AXE1
MGYG000002473_00162	397948.Cmaq_0080	4.57e-07	62.0	COG1874@1|root,arCOG04085@2157|Archaea	2157|Archaea	G	COG1874 Beta-galactosidase	-	-	3.2.1.23	ko:K12308	ko00052,map00052	-	R01105	RC00452	ko00000,ko00001,ko01000	-	-	-	GHL6,Glyco_hydro_42,Glyco_hydro_42M
MGYG000002473_01545	794903.OPIT5_04340	9.34e-249	711.0	COG1874@1|root,COG1874@2|Bacteria,46Y46@74201|Verrucomicrobia,3K958@414999|Opitutae	414999|Opitutae	G	Beta-galactosidase	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_hydro_42
MGYG000002473_00224	1120960.ATXG01000001_gene1202	3.79e-29	133.0	COG1572@1|root,COG1572@2|Bacteria,2IAZH@201174|Actinobacteria	201174|Actinobacteria	G	Domain of unknown function (DUF4091)	-	-	-	-	-	-	-	-	-	-	-	-	CBM_4_9,CBM_6,Cadherin-like,DUF4091,F5_F8_type_C
MGYG000002473_01140	1303518.CCALI_01235	1.03e-16	86.3	COG2165@1|root,COG2165@2|Bacteria	2|Bacteria	NU	general secretion pathway protein	-	-	-	ko:K02456,ko:K02679	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	DUF1080,N_methyl,SBP_bac_10,T2SSG
MGYG000002473_00767	794903.OPIT5_12765	8.41e-22	97.8	COG2165@1|root,COG2165@2|Bacteria	2|Bacteria	NU	general secretion pathway protein	-	-	-	ko:K02456	ko03070,ko05111,map03070,map05111	M00331	-	-	ko00000,ko00001,ko00002,ko02044	3.A.15	-	-	CD225,DUF4339,N_methyl,SBP_bac_10,T2SSG
MGYG000002473_00083	207559.Dde_2807	2.45e-23	97.1	COG1525@1|root,COG1525@2|Bacteria,1NM4H@1224|Proteobacteria,42ZX0@68525|delta/epsilon subdivisions,2WVCT@28221|Deltaproteobacteria,2MDA4@213115|Desulfovibrionales	28221|Deltaproteobacteria	L	PFAM Staphylococcal nuclease (SNase-like)	-	-	-	-	-	-	-	-	-	-	-	-	SNase
MGYG000002473_02938	1396418.BATQ01000031_gene5684	1.78e-11	68.2	COG0790@1|root,COG0790@2|Bacteria	2|Bacteria	S	beta-lactamase activity	-	-	2.7.11.1	ko:K07126,ko:K12132,ko:K13582	ko04112,map04112	-	-	-	ko00000,ko00001,ko01000,ko01001	-	-	-	PG_binding_1,Pkinase,Sel1,UPF0061
MGYG000002473_02385	794903.OPIT5_19240	2.92e-169	546.0	COG3934@1|root,COG3934@2|Bacteria,46Y4B@74201|Verrucomicrobia,3K8WX@414999|Opitutae	414999|Opitutae	G	Belongs to the glycosyl hydrolase 5 (cellulase A) family	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000002473_02384	794903.OPIT5_19240	2.92e-169	546.0	COG3934@1|root,COG3934@2|Bacteria,46Y4B@74201|Verrucomicrobia,3K8WX@414999|Opitutae	414999|Opitutae	G	Belongs to the glycosyl hydrolase 5 (cellulase A) family	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000002473_01474	1408437.JNJN01000015_gene482	1.04e-225	633.0	COG2848@1|root,COG2848@2|Bacteria,1TQG8@1239|Firmicutes,247K4@186801|Clostridia,25V7Y@186806|Eubacteriaceae	186801|Clostridia	S	UPF0210 protein	-	-	-	ko:K09157	-	-	-	-	ko00000	-	-	-	DUF711
MGYG000002473_02822	1163407.UU7_07183	2.68e-29	120.0	arCOG08211@1|root,2ZBM3@2|Bacteria,1RIRV@1224|Proteobacteria,1SFXN@1236|Gammaproteobacteria,1X59H@135614|Xanthomonadales	135614|Xanthomonadales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000002473_00493	1230342.CTM_15028	1.98e-34	120.0	2E5N7@1|root,330D0@2|Bacteria,1VF9Q@1239|Firmicutes,24MMH@186801|Clostridia,36KGG@31979|Clostridiaceae	186801|Clostridia	S	Domain of unknown function (DUF4491)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4491
MGYG000002473_03296	621372.ACIH01000051_gene1674	1.14e-209	619.0	COG1554@1|root,COG1554@2|Bacteria,1TPKN@1239|Firmicutes,4HCCF@91061|Bacilli,26QVY@186822|Paenibacillaceae	91061|Bacilli	G	alpha-L-fucosidase	-	-	3.2.1.51	ko:K15923	ko00511,map00511	-	-	-	ko00000,ko00001,ko01000	-	GH95	-	Glyco_hyd_65N_2
